NN_bg_geo_id,NN_Score,kNN_bg_geo_id,kNN_Score,DT_bg_geo_id,DT_Score
530530723122.00,4,530330009002.00,4,530530609043.00,3
530530723123.00,5,530330292044.00,3,530330057003.00,3
530530723131.00,4,530330292043.00,3,530330057002.00,3
530530723132.00,4,530330292042.00,3,530330057001.00,3
530530724051.00,4,530330292041.00,4,530530628013.00,3
530530724052.00,5,530330292062.00,3,530330026001.00,3
530530724061.00,4,530330292061.00,4,530330026002.00,3
530530724062.00,5,530330041006.00,4,530330026003.00,3
530530724063.00,4,530330006003.00,4,530330324023.00,1
530530724072.00,4,530330006004.00,3,530330324024.00,4
530530724073.00,5,530530721092.00,4,530330323181.00,3
530530724081.00,4,530530735002.00,4,530330089002.00,3
530530724082.00,4,530530735001.00,3,530330226064.00,4
530530724083.00,4,530530724052.00,4,530330226063.00,4
530530724084.00,4,530530724051.00,4,530330226062.00,3
530530724091.00,5,530530731153.00,3,530330226061.00,4
530530724092.00,4,530330042001.00,3,530530703131.00,1
530530724101.00,4,530330042002.00,3,530330322103.00,3
530530724102.00,4,530330231003.00,4,530330322102.00,3
530530725031.00,4,530330231002.00,4,530330322101.00,4
530530725032.00,4,530330220032.00,4,530670122123.00,2
530530725041.00,4,530330220031.00,4,530330027004.00,3
530530725042.00,4,530330096005.00,3,530330216004.00,3
530530725051.00,4,530330096004.00,4,530330009002.00,3
530530725052.00,4,530330096003.00,4,530330009001.00,3
530530725053.00,3,530330096002.00,3,530330216001.00,3
530530725054.00,4,530330096001.00,4,530670119005.00,3
530530725061.00,4,530530723056.00,3,530330316013.00,1
530530725062.00,4,530670123104.00,4,530330316012.00,1
530530725071.00,4,530330202005.00,4,530330316011.00,1
530530725072.00,4,530330202004.00,3,530530735003.00,4
530530726011.00,5,530330302012.00,3,530530735004.00,4
530530726012.00,4,530330302011.00,4,530530731253.00,1
530530726013.00,5,530330202001.00,3,530530735006.00,4
530530726021.00,4,530330043011.00,4,530330226035.00,4
530530726023.00,3,530330220034.00,3,530330226034.00,4
530530726031.00,3,530330247025.00,4,530330226033.00,4
530530726032.00,5,530330247024.00,4,530330226032.00,4
530530726033.00,4,530330247023.00,4,530330226031.00,4
530530726034.00,5,530330247022.00,4,530530615001.00,3
530530728001.00,5,530330247021.00,4,530330256023.00,4
530530728002.00,5,530330312043.00,4,530330256022.00,4
530530729011.00,5,530330312042.00,3,530330256021.00,4
530530729031.00,5,530330312041.00,3,530530606006.00,3
530530729051.00,5,530330027004.00,4,530330322113.00,3
530530729052.00,5,530330027003.00,4,530330322112.00,3
530530729053.00,5,530330027002.00,4,530330322111.00,3
530530729061.00,5,530330027001.00,4,530330036004.00,3
530530729062.00,5,530530718053.00,4,530330036003.00,3
530530729071.00,5,530330258043.00,4,530330036002.00,3
530530729072.00,5,530530718051.00,3,530330036001.00,3
530530730011.00,3,530330236013.00,3,530330057006.00,3
530530730012.00,5,530330236012.00,4,530330057005.00,3
530530730013.00,5,530330236011.00,4,530330057004.00,3
530530730014.00,4,530330022001.00,3,530530731101.00,1
530530730015.00,5,530330299013.00,4,530530731171.00,4
530530730051.00,4,530330213003.00,4,530530731172.00,3
530530730052.00,4,530330299011.00,4,530530718034.00,3
530530730053.00,4,530330116006.00,4,530530718033.00,3
530530730054.00,5,530330116005.00,4,530530718032.00,3
530530730062.00,5,530330116004.00,4,530330317035.00,4
530530731081.00,5,530330116003.00,3,530330234012.00,3
530530731082.00,4,530330116002.00,4,530530734062.00,3
530530731083.00,5,530330116001.00,4,530330029003.00,3
530530731101.00,4,530530704033.00,4,530330089003.00,3
530530731102.00,4,530530704032.00,3,530330226043.00,4
530530731111.00,5,530530704031.00,4,530330226042.00,3
530530731112.00,4,530330075005.00,3,530330226041.00,3
530530731113.00,4,530330075004.00,3,530530703111.00,1
530530731131.00,4,530330075003.00,3,530530731132.00,1
530530731132.00,5,530330075002.00,4,530530731131.00,4
530530731133.00,5,530330075001.00,4,530330222033.00,3
530530731141.00,4,530330220011.00,4,530330222032.00,3
530530731142.00,5,530530714062.00,3,530330222031.00,3
530530731143.00,4,530530714061.00,3,530670106005.00,3
530530731151.00,4,530670110003.00,3,530670106004.00,2
530530731152.00,4,530330322085.00,3,530530701004.00,1
530530731153.00,4,530330322084.00,3,530330292052.00,3
530530731161.00,4,530330322083.00,4,530330238041.00,3
530530731162.00,5,530330322082.00,3,530530701001.00,2
530530731171.00,4,530330322081.00,4,530670109104.00,3
530530731172.00,5,530530605002.00,4,530670116242.00,3
530530731181.00,5,530530605001.00,3,530670116241.00,4
530530731182.00,4,530670123102.00,4,530530633001.00,3
530530731191.00,4,530330292032.00,4,530530721063.00,3
530530731192.00,4,530330292031.00,4,530530721064.00,3
530530731201.00,5,530330016003.00,4,530670108004.00,3
530530731202.00,5,530330016002.00,3,530330326024.00,4
530530731211.00,4,530330016001.00,4,530330326023.00,4
530530731212.00,4,530530721111.00,4,530330326022.00,4
530530731221.00,4,530530734082.00,3,530330326021.00,4
530530731222.00,4,530330312025.00,3,530530703123.00,1
530530731231.00,4,530330312024.00,4,530530703122.00,1
530530731232.00,4,530330312023.00,4,530530703121.00,1
530530731241.00,4,530330211004.00,4,530530731142.00,3
530530731242.00,5,530330312021.00,4,530530729031.00,4
530530731251.00,4,530330323161.00,3,530330100011.00,3
530530731252.00,4,530330323162.00,4,530330058014.00,3
530530731253.00,4,530330323163.00,4,530530625007.00,3
530530731261.00,5,530330323164.00,3,530330031003.00,3
530530732001.00,5,530330242001.00,4,530330031004.00,3
530530732002.00,4,530330252003.00,4,530330031005.00,3
530530732003.00,4,530330017021.00,4,530330104013.00,3
530530732004.00,4,530330215002.00,3,530330104012.00,3
530530733011.00,5,530330017022.00,3,530330104011.00,3
530530733013.00,4,530530733023.00,3,530530620003.00,2
530530733014.00,5,530330115003.00,3,530530620002.00,2
530530733021.00,4,530530731201.00,4,530530620001.00,2
530530733023.00,4,530330017024.00,3,530530721053.00,3
530530734041.00,4,530330250051.00,4,530670122121.00,2
530530734042.00,4,530530725053.00,3,530670117101.00,3
530530734043.00,4,530530725052.00,3,530330295031.00,3
530530734044.00,4,530530725051.00,4,530530724073.00,3
530530734045.00,4,530530721123.00,3,530330049003.00,3
530530734051.00,4,530530721122.00,3,530670113001.00,2
530530734061.00,4,530530721121.00,4,530539400044.00,3
530530734062.00,4,530530704012.00,4,530530715052.00,2
530530734071.00,4,530330089001.00,3,530530733014.00,3
530530734073.00,4,530330247013.00,4,530330323212.00,4
530530734081.00,4,530330053012.00,4,530530715053.00,2
530530734082.00,4,530330247011.00,4,530539400045.00,3
530530734083.00,4,530330321024.00,4,530530715054.00,2
530530735001.00,4,530330220013.00,4,530670123105.00,2
530530735002.00,5,530670114203.00,3,530539400046.00,3
530530735003.00,5,530530715053.00,3,530530604002.00,3
530530735004.00,4,530530715054.00,4,530330270003.00,3
530530735005.00,4,530330229025.00,4,530330270002.00,3
530530735006.00,4,530330229024.00,4,530330270001.00,3
530539400011.00,4,530330229023.00,3,530670116223.00,3
530539400012.00,4,530330229022.00,3,530670116222.00,3
530539400021.00,4,530330229021.00,3,530530721081.00,3
530539400022.00,5,530530703092.00,3,530530721083.00,4
530539400023.00,4,530530703091.00,4,530330300035.00,3
530539400031.00,5,530330288013.00,3,530330300034.00,3
530539400032.00,5,530330288012.00,3,530330300033.00,3
530539400033.00,5,530330288011.00,4,530330300032.00,3
530539400041.00,4,530330032005.00,4,530330300031.00,3
530539400042.00,4,530330032004.00,4,530530729011.00,3
530539400043.00,4,530330032003.00,4,530539400081.00,4
530539400044.00,4,530330032002.00,3,530670116221.00,4
530539400045.00,4,530330032001.00,4,530330323253.00,4
530539400046.00,4,530530628013.00,3,530539400083.00,4
530539400051.00,4,530530628012.00,3,530330020003.00,3
530539400052.00,4,530670127202.00,3,530330020002.00,3
530539400053.00,4,530330217001.00,3,530330020001.00,3
530539400061.00,5,530670113001.00,3,530330306004.00,3
530539400062.00,5,530330053023.00,4,530330323134.00,4
530539400071.00,4,530330053022.00,3,530330323133.00,4
530539400072.00,5,530330290032.00,3,530330323132.00,4
530539400073.00,5,530670113002.00,3,530330323131.00,3
530539400081.00,4,530530610013.00,3,530330101003.00,3
530539400082.00,5,530330252002.00,3,530530721073.00,3
530539400083.00,4,530330322073.00,3,530330323072.00,1
530539400091.00,4,530330322072.00,4,530330323073.00,1
530539400092.00,4,530330322071.00,4,530330114023.00,3
530539400101.00,5,530670123302.00,3,530330114022.00,3
530539400102.00,4,530330288024.00,4,530330114021.00,3
530539400103.00,4,530330288023.00,4,530530735002.00,3
530539400111.00,4,530330288022.00,3,530530723081.00,3
530539400112.00,4,530330288021.00,4,530330255001.00,4
530539400113.00,4,530530725032.00,4,530330255002.00,4
530670101001.00,4,530530725031.00,4,530670118221.00,3
530670101002.00,4,530330258041.00,4,530330248001.00,3
530670101003.00,5,530330258042.00,4,530670109202.00,4
530670101004.00,5,530330112003.00,4,530670118222.00,3
530670102001.00,4,530330112002.00,4,530670118223.00,3
530670102002.00,4,530330076002.00,3,530670109203.00,3
530670102003.00,4,530330076001.00,4,530330004021.00,3
530670103001.00,5,530330321031.00,4,530670114202.00,3
530670103002.00,4,530670105101.00,3,530330238042.00,3
530670103003.00,4,530330293032.00,3,530670122112.00,2
530670103004.00,5,530330251021.00,4,530670122111.00,3
530670104001.00,4,530330323171.00,4,530530721112.00,3
530670104002.00,5,530330071002.00,3,530530635023.00,3
530670104003.00,4,530330071001.00,3,530530635022.00,3
530670105101.00,4,530330323174.00,4,530530635021.00,3
530670105201.00,4,530330323175.00,4,530330295043.00,3
530670105202.00,5,530330303114.00,3,530670124202.00,4
530670105203.00,4,530330024002.00,4,530670112003.00,2
530670105204.00,4,530330252005.00,4,530670112004.00,2
530670106001.00,4,530330252004.00,4,530330317041.00,1
530670106002.00,4,530330257022.00,4,530330254004.00,4
530670106003.00,5,530330257021.00,3,530330317043.00,4
530670106004.00,5,530330252001.00,3,530670113002.00,2
530670106005.00,4,530530717041.00,4,530330305012.00,3
530670107001.00,4,530530726021.00,4,530330066002.00,3
530670107002.00,5,530530733013.00,3,530330323115.00,1
530670107003.00,4,530330219031.00,4,530330323114.00,1
530670108001.00,4,530530726023.00,3,530330323113.00,1
530670108002.00,4,530330292052.00,3,530330323112.00,1
530670108003.00,5,530530725041.00,4,530330323111.00,1
530670108004.00,4,530330012002.00,4,530330290013.00,3
530670108005.00,4,530330012001.00,4,530330323091.00,4
530670109101.00,4,530670118223.00,3,530670122221.00,4
530670109102.00,5,530330221024.00,4,530539400111.00,4
530670109103.00,5,530330221023.00,4,530670120003.00,3
530670109104.00,5,530330221022.00,3,530530718081.00,3
530670109201.00,4,530330221021.00,3,530530730061.00,1
530670109202.00,5,530530611007.00,4,530530718082.00,3
530670109203.00,4,530330317041.00,3,530670114102.00,2
530670110001.00,4,530530714032.00,4,530530718083.00,4
530670110002.00,5,530330001002.00,4,530330320051.00,1
530670110003.00,4,530330001001.00,3,530539400113.00,1
530670111001.00,4,530330218033.00,4,530330073003.00,3
530670111002.00,4,530330229012.00,4,530330073002.00,3
530670112001.00,4,530330229011.00,3,530330073001.00,3
530670112002.00,5,530530703082.00,4,530670105204.00,3
530670112003.00,4,530530703081.00,4,530330227012.00,3
530670112004.00,4,530330323201.00,4,530670105202.00,3
530670113001.00,5,530330295041.00,3,530330030004.00,3
530670113002.00,4,530330323203.00,3,530330030003.00,3
530670113003.00,5,530330017013.00,4,530330030002.00,3
530670113004.00,5,530330017012.00,3,530330030001.00,3
530670114101.00,5,530330017011.00,3,530670126104.00,2
530670114102.00,5,530530725062.00,3,530530733021.00,3
530670114103.00,4,530330221014.00,4,530530603003.00,3
530670114104.00,4,530330068002.00,4,530530603002.00,3
530670114201.00,4,530330323191.00,4,530330320083.00,1
530670114202.00,5,530530731143.00,3,530330266002.00,3
530670114203.00,4,530330294053.00,4,530330266001.00,3
530670114204.00,4,530670127301.00,4,530330323164.00,3
530670115001.00,4,530530726031.00,3,530670125203.00,4
530670115002.00,5,530530726033.00,4,530530734063.00,3
530670115003.00,4,530530726034.00,4,530670123201.00,2
530670115004.00,4,530530726035.00,3,530670123202.00,3
530670115005.00,4,530670127302.00,4,530330114013.00,3
530670116101.00,5,530330067004.00,4,530330114012.00,3
530670116102.00,4,530330320051.00,3,530330114011.00,3
530670116103.00,4,530330273004.00,4,530530731212.00,4
530670116104.00,4,530330273003.00,4,530530716023.00,3
530670116211.00,4,530330256012.00,3,530530730014.00,3
530670116212.00,4,530330273001.00,3,530530629001.00,3
530670116213.00,4,530330320056.00,4,530330111024.00,3
530670116221.00,4,530330114023.00,3,530330317062.00,1
530670116222.00,5,530330304033.00,4,530330317064.00,1
530670116223.00,5,530670103003.00,4,530530604003.00,3
530670116231.00,4,530530731131.00,4,530530604005.00,3
530670116232.00,4,530530731132.00,3,530530629006.00,3
530670116241.00,4,530330001005.00,4,530330250031.00,3
530670116242.00,4,530330001004.00,3,530530707032.00,4
530670117101.00,4,530330001003.00,3,530530723055.00,3
530670117102.00,4,530330289025.00,4,530530721084.00,2
530670117103.00,5,530330257015.00,4,530530723053.00,3
530670117104.00,4,530330257014.00,4,530530721085.00,3
530670117201.00,4,530330289022.00,3,530330238032.00,3
530670117202.00,5,530330257012.00,4,530330238031.00,3
530670118101.00,4,530330257011.00,3,530670122212.00,4
530670118102.00,4,530530721051.00,4,530330323233.00,4
530670118211.00,5,530330069004.00,3,530330227032.00,3
530670118212.00,4,530330069003.00,4,530330317052.00,1
530670118213.00,4,530330069002.00,4,530330317053.00,1
530670118221.00,5,530330069001.00,3,530330227023.00,3
530670118222.00,4,530330301003.00,4,530330227022.00,3
530670118223.00,4,530330323093.00,4,530330227021.00,3
530670119001.00,4,530330323092.00,3,530530731211.00,1
530670119002.00,4,530330221013.00,4,530330320063.00,1
530670119003.00,5,530330221012.00,4,530330320062.00,1
530670119004.00,4,530330221011.00,4,530330047004.00,3
530670119005.00,4,530530731162.00,3,530330047003.00,3
530670120001.00,4,530670105203.00,3,530330047002.00,3
530670120002.00,4,530330253023.00,4,530330047001.00,3
530670120003.00,4,530330253022.00,4,530530731111.00,4
530670121001.00,5,530330253021.00,4,530330107012.00,3
530670121002.00,4,530670106004.00,3,530330107011.00,3
530670121003.00,4,530530632001.00,3,530670111001.00,3
530670121004.00,4,530670103002.00,4,530330238043.00,3
530670122111.00,4,530530717061.00,3,530330024001.00,3
530670122112.00,4,530530724063.00,4,530330024002.00,3
530670122121.00,4,530330033001.00,3,530330310002.00,3
530670122122.00,4,530330320071.00,3,530330310001.00,3
530670122123.00,4,530330320072.00,4,530530619002.00,2
530670122124.00,4,530330320073.00,3,530530616011.00,3
530670122211.00,5,530330289024.00,4,530330303132.00,3
530670122212.00,4,530670114104.00,3,530330303131.00,3
530670122213.00,5,530670118212.00,4,530330247025.00,4
530670122221.00,4,530670118211.00,3,530530734042.00,3
530670122222.00,4,530330054004.00,3,530530731202.00,1
530670123101.00,5,530330053021.00,4,530530734043.00,3
530670123102.00,4,530330054002.00,4,530330289021.00,3
530670123103.00,4,530330054001.00,3,530330289022.00,3
530670123104.00,4,530330257013.00,4,530330227031.00,4
530670123105.00,4,530530714092.00,3,530330313011.00,3
530670123201.00,4,530530731151.00,3,530330206004.00,3
530670123202.00,4,530530731152.00,3,530330206003.00,3
530670123301.00,5,530530605005.00,4,530330206002.00,3
530670123302.00,4,530330253013.00,3,530330206001.00,3
530670124111.00,5,530330219062.00,4,530330286004.00,3
530670124112.00,4,530330086003.00,3,530330286003.00,3
530670124113.00,4,530330086002.00,3,530330286002.00,3
530670124121.00,5,530330086001.00,4,530530613002.00,2
530670124122.00,5,,,530330107023.00,3
530670124201.00,4,,,530330107022.00,3
530670124202.00,5,,,530330107021.00,3
530670124203.00,4,,,530330238012.00,4
530670125101.00,4,,,530330238011.00,4
530670125201.00,4,,,530330320071.00,1
530670125202.00,5,,,530330220012.00,4
530670125203.00,5,,,530330320072.00,1
530670125204.00,3,,,530330064003.00,3
530670125301.00,4,,,530330064002.00,3
530670125302.00,5,,,530330064001.00,3
530670125303.00,5,,,530330004022.00,3
530670126101.00,4,,,530330303142.00,3
530670126102.00,5,,,530330267004.00,3
530670126103.00,4,,,530330267003.00,3
530670126104.00,4,,,530330267002.00,3
530670126105.00,5,,,530330267001.00,3
530670126201.00,4,,,530530617001.00,2
530670126202.00,5,,,530330296023.00,3
530670126203.00,5,,,530530731222.00,1
530670126204.00,5,,,530670103001.00,2
530670126205.00,5,,,530670103002.00,2
530670127101.00,4,,,530670103003.00,2
530670127201.00,5,,,530670103004.00,2
530670127202.00,5,,,530530725061.00,3
530670127203.00,5,,,530530725062.00,4
530670127204.00,5,,,530670122213.00,3
530670127205.00,4,,,530530631003.00,3
530670127301.00,5,,,530330110012.00,3
530670127302.00,4,,,530330110011.00,3
530670127303.00,4,,,530670107003.00,2
